year,series_type,series_name,series_href
2024,Women,"USA Women tour of Zimbabwe, 2024",https://www.cricbuzz.com/cricket-series/9075/usa-women-tour-of-zimbabwe-2024/matches
2024,Women,"Bulgaria Women tour of Serbia, 2024",https://www.cricbuzz.com/cricket-series/9065/bulgaria-women-tour-of-serbia-2024/matches
2024,Women,T20 Spring Challenge 2024,https://www.cricbuzz.com/cricket-series/8679/t20-spring-challenge-2024/matches
2024,Women,Womens East Asia Cup 2024,https://www.cricbuzz.com/cricket-series/9027/womens-east-asia-cup-2024/matches
2024,Women,"ICC Womens T20 World Cup, 2024",https://www.cricbuzz.com/cricket-series/8071/icc-womens-t20-world-cup-2024/matches
2024,Women,"Singapore Women tour of Japan, 2024",https://www.cricbuzz.com/cricket-series/8961/singapore-women-tour-of-japan-2024/matches
2024,Women,"ICC Womens T20 World Cup Warm-up Matches, 2024",https://www.cricbuzz.com/cricket-series/8076/icc-womens-t20-world-cup-warm-up-matches-2024/matches
2024,Women,"Womens Tri-Series in Italy, 2024",https://www.cricbuzz.com/cricket-series/8985/womens-tri-series-in-italy-2024/matches
2024,Women,South American Womens Championships 2024,https://www.cricbuzz.com/cricket-series/8977/south-american-womens-championships-2024/matches
2024,Women,Spain Women tour of Greece 2024,https://www.cricbuzz.com/cricket-series/8923/spain-women-tour-of-greece-2024/matches
2024,Women,"New Zealand Women tour of Australia, 2024",https://www.cricbuzz.com/cricket-series/7754/new-zealand-women-tour-of-australia-2024/matches
2024,Women,"South Africa Women tour of Pakistan, 2024",https://www.cricbuzz.com/cricket-series/8857/south-africa-women-tour-of-pakistan-2024/matches
2024,Women,Womens T20I Quadrangular Series 2024,https://www.cricbuzz.com/cricket-series/8900/womens-t20i-quadrangular-series-2024/matches
2024,Women,"Cyprus Women tour of Serbia, 2024",https://www.cricbuzz.com/cricket-series/8908/cyprus-women-tour-of-serbia-2024/matches
2024,Women,"Rwanda Women tour of Kenya, 2024",https://www.cricbuzz.com/cricket-series/8889/rwanda-women-tour-of-kenya-2024/matches
2024,Women,England Women tour of Ireland 2024,https://www.cricbuzz.com/cricket-series/8013/england-women-tour-of-ireland-2024/matches
2024,Women,"Womens Tri-Series in Namibia, 2024",https://www.cricbuzz.com/cricket-series/8833/womens-tri-series-in-namibia-2024/matches
2024,Women,Womens Valletta Cup 2024,https://www.cricbuzz.com/cricket-series/8770/womens-valletta-cup-2024/matches
2024,Women,Womens Caribbean Premier League 2024,https://www.cricbuzz.com/cricket-series/8220/womens-caribbean-premier-league-2024/matches
2024,Women,Isle of Man Women tour of Malta 2024,https://www.cricbuzz.com/cricket-series/8732/isle-of-man-women-tour-of-malta-2024/matches
2024,Women,Sri Lanka Women tour of Ireland 2024,https://www.cricbuzz.com/cricket-series/8008/sri-lanka-women-tour-of-ireland-2024/matches
2024,Women,Nordic Women T20I Cup 2024,https://www.cricbuzz.com/cricket-series/8670/nordic-women-t20i-cup-2024/matches
2024,Women,"Womens Tri-Series in Netherlands, 2024",https://www.cricbuzz.com/cricket-series/8574/womens-tri-series-in-netherlands-2024/matches
2024,Women,"Italy Women tour of Germany, 2024",https://www.cricbuzz.com/cricket-series/8634/italy-women-tour-of-germany-2024/matches
2024,Women,Germany Womens T20I Tri-Series 2024,https://www.cricbuzz.com/cricket-series/8607/germany-womens-t20i-tri-series-2024/matches
2024,Women,The Hundred Womens Competition 2024,https://www.cricbuzz.com/cricket-series/7532/the-hundred-womens-competition-2024/matches
2024,Women,"Womens Asia Cup T20, 2024",https://www.cricbuzz.com/cricket-series/7765/womens-asia-cup-t20-2024/matches
2024,Women,"Guernsey Women tour of Jersey, 2024",https://www.cricbuzz.com/cricket-series/8539/guernsey-women-tour-of-jersey-2024/matches
2024,Women,Indonesia Womens T20I Tri-Series 2024,https://www.cricbuzz.com/cricket-series/8427/indonesia-womens-t20i-tri-series-2024/matches
2024,Women,"New Zealand Women tour of England, 2024",https://www.cricbuzz.com/cricket-series/6808/new-zealand-women-tour-of-england-2024/matches
2024,Women,"Hong Kong Women tour of Netherlands, 2024",https://www.cricbuzz.com/cricket-series/8229/hong-kong-women-tour-of-netherlands-2024/matches
2024,Women,Estonia Women tour of Cyprus 2024,https://www.cricbuzz.com/cricket-series/8314/estonia-women-tour-of-cyprus-2024/matches
2024,Women,"South Africa Women tour of India, 2024",https://www.cricbuzz.com/cricket-series/8069/south-africa-women-tour-of-india-2024/matches
2024,Women,"West Indies Women tour of Sri Lanka, 2024",https://www.cricbuzz.com/cricket-series/8249/west-indies-women-tour-of-sri-lanka-2024/matches
2024,Women,"Women Central Europe Cup, 2024",https://www.cricbuzz.com/cricket-series/8323/women-central-europe-cup-2024/matches
2024,Women,"Czech Republic Women tour of Austria, 2024",https://www.cricbuzz.com/cricket-series/8296/czech-republic-women-tour-of-austria-2024/matches
2024,Women,Kwibuka Womens Tournament 2024,https://www.cricbuzz.com/cricket-series/8174/kwibuka-womens-tournament-2024/matches
2024,Women,"Italy Women tour of Netherlands, 2024",https://www.cricbuzz.com/cricket-series/8158/italy-women-tour-of-netherlands-2024/matches
2024,Women,"Luxembourg Women tour of Belgium, 2024",https://www.cricbuzz.com/cricket-series/8156/luxembourg-women-tour-of-belgium-2024/matches
2024,Women,"Pakistan Women tour of England, 2024",https://www.cricbuzz.com/cricket-series/6801/pakistan-women-tour-of-england-2024/matches
2024,Women,"Guernsey Women vs Isle of Man Women, 2024",https://www.cricbuzz.com/cricket-series/8085/guernsey-women-vs-isle-of-man-women-2024/matches
2024,Women,Denmark Women tour of Austria 2024,https://www.cricbuzz.com/cricket-series/8123/denmark-women-tour-of-austria-2024/matches
2024,Women,"India Women tour of Bangladesh, 2024",https://www.cricbuzz.com/cricket-series/7835/india-women-tour-of-bangladesh-2024/matches
2024,Women,ICC Womens T20 World Cup Qualifier 2024,https://www.cricbuzz.com/cricket-series/7720/icc-womens-t20-world-cup-qualifier-2024/matches
2024,Women,"Kalahari Womens T20I Tournament, 2024",https://www.cricbuzz.com/cricket-series/7943/kalahari-womens-t20i-tournament-2024/matches
2024,Women,"Mongolia Women tour of Indonesia, 2024",https://www.cricbuzz.com/cricket-series/7889/mongolia-women-tour-of-indonesia-2024/matches
2024,Women,"Estonia Women tour of Gibraltar, 2024",https://www.cricbuzz.com/cricket-series/7882/estonia-women-tour-of-gibraltar-2024/matches
2024,Women,"West Indies women tour of Pakistan, 2024",https://www.cricbuzz.com/cricket-series/7713/west-indies-women-tour-of-pakistan-2024/matches
2024,Women,"Ireland Women v Thailand Women in UAE, 2024",https://www.cricbuzz.com/cricket-series/7717/ireland-women-v-thailand-women-in-uae-2024/matches
2024,Women,"Womens T20I Quadrangular Series, 2024",https://www.cricbuzz.com/cricket-series/7824/womens-t20i-quadrangular-series-2024/matches
2024,Women,Womens ODI Tri-Series 2024,https://www.cricbuzz.com/cricket-series/7826/womens-odi-tri-series-2024/matches
2024,Women,"Sri Lanka Women tour of South Africa, 2024",https://www.cricbuzz.com/cricket-series/7436/sri-lanka-women-tour-of-south-africa-2024/matches
2024,Women,"Papua New Guinea Women tour of Zimbabwe, 2024",https://www.cricbuzz.com/cricket-series/7736/papua-new-guinea-women-tour-of-zimbabwe-2024/matches
2024,Women,"Australia Women tour of Bangladesh, 2024",https://www.cricbuzz.com/cricket-series/7611/australia-women-tour-of-bangladesh-2024/matches
2024,Women,"England Womens tour of New Zealand, 2024",https://www.cricbuzz.com/cricket-series/6871/england-womens-tour-of-new-zealand-2024/matches
2024,Women,"Womens African Games, 2024",https://www.cricbuzz.com/cricket-series/7632/womens-african-games-2024/matches
2024,Women,"NCF Womens T20I Invitational, 2024",https://www.cricbuzz.com/cricket-series/7597/ncf-womens-t20i-invitational-2024/matches
2024,Women,Womens Premier League 2024,https://www.cricbuzz.com/cricket-series/7518/womens-premier-league-2024/matches
2024,Women,Asian Cricket Council Womens Premier Cup 2024,https://www.cricbuzz.com/cricket-series/7565/asian-cricket-council-womens-premier-cup-2024/matches
2024,Women,"Kuwait Women tour of Malaysia, 2024",https://www.cricbuzz.com/cricket-series/7539/kuwait-women-tour-of-malaysia-2024/matches
2024,Women,"South Africa Women tour of Australia, 2024",https://www.cricbuzz.com/cricket-series/6311/south-africa-women-tour-of-australia-2024/matches
2024,Women,"Ireland Women tour of Zimbabwe, 2024",https://www.cricbuzz.com/cricket-series/7497/ireland-women-tour-of-zimbabwe-2024/matches
2024,Women,Womens T20 Pacific Cup 2024,https://www.cricbuzz.com/cricket-series/7504/womens-t20-pacific-cup-2024/matches
2025,International,"Hong Kong T20I Quadrangular Series, 2025",https://www.cricbuzz.com/cricket-series/9647/hong-kong-t20i-quadrangular-series-2025/matches
2025,International,"Portugal tour of Norway, 2025",https://www.cricbuzz.com/cricket-series/9534/portugal-tour-of-norway-2025/matches
2025,International,"Canada tour of Namibia, 2025",https://www.cricbuzz.com/cricket-series/9523/canada-tour-of-namibia-2025/matches
2025,International,"Pakistan tour of New Zealand, 2025",https://www.cricbuzz.com/cricket-series/8562/pakistan-tour-of-new-zealand-2025/matches
2025,International,Falkland Islands tour of Costa Rica 2025,https://www.cricbuzz.com/cricket-series/9507/falkland-islands-tour-of-costa-rica-2025/matches
2025,International,"Malaysia Tri-Nation T20I Series, 2025",https://www.cricbuzz.com/cricket-series/9480/malaysia-tri-nation-t20i-series-2025/matches
2025,International,"Bahrain tour of Singapore, 2025",https://www.cricbuzz.com/cricket-series/9453/bahrain-tour-of-singapore-2025/matches
2025,International,"USA tour of Oman T20I Series, 2025",https://www.cricbuzz.com/cricket-series/9451/usa-tour-of-oman-t20i-series-2025/matches
2025,International,"Bahrain tour of Indonesia, 2025",https://www.cricbuzz.com/cricket-series/9426/bahrain-tour-of-indonesia-2025/matches
2025,International,"ICC Champions Trophy, 2025",https://www.cricbuzz.com/cricket-series/9325/icc-champions-trophy-2025/matches
2025,International,"Pakistan ODI Tri-Series, 2025",https://www.cricbuzz.com/cricket-series/8511/pakistan-odi-tri-series-2025/matches
2025,International,"Ireland tour of Zimbabwe, 2025",https://www.cricbuzz.com/cricket-series/9331/ireland-tour-of-zimbabwe-2025/matches
2025,International,"Malta T20I Tri-Series, 2025",https://www.cricbuzz.com/cricket-series/9375/malta-t20i-tri-series-2025/matches
2025,International,"Australia tour of Sri Lanka, 2025",https://www.cricbuzz.com/cricket-series/9181/australia-tour-of-sri-lanka-2025/matches
2025,International,"England tour of India, 2025",https://www.cricbuzz.com/cricket-series/8402/england-tour-of-india-2025/matches
2025,International,"West Indies tour of Pakistan, 2025",https://www.cricbuzz.com/cricket-series/8504/west-indies-tour-of-pakistan-2025/matches
2025,T20 League,"Pakistan Super League, 2025",https://www.cricbuzz.com/cricket-series/9460/pakistan-super-league-2025/matches
2025,T20 League,Indian Premier League 2025,https://www.cricbuzz.com/cricket-series/9237/indian-premier-league-2025/matches
2025,T20 League,Asian Legends League 2025,https://www.cricbuzz.com/cricket-series/9442/asian-legends-league-2025/matches
2025,T20 League,"International Masters League T20, 2025",https://www.cricbuzz.com/cricket-series/9435/international-masters-league-t20-2025/matches
2025,T20 League,"International League T20, 2025",https://www.cricbuzz.com/cricket-series/9261/international-league-t20-2025/matches
2025,T20 League,"SA20, 2025",https://www.cricbuzz.com/cricket-series/8873/sa20-2025/matches
2025,Domestic,"Tri-Nation Series in UAE, 2025",https://www.cricbuzz.com/cricket-series/9498/tri-nation-series-in-uae-2025/matches
2025,Domestic,County Championship Division One 2025,https://www.cricbuzz.com/cricket-series/9360/county-championship-division-one-2025/matches
2025,Domestic,County Championship Division Two 2025,https://www.cricbuzz.com/cricket-series/9369/county-championship-division-two-2025/matches
2025,Domestic,CSA Provincial One-Day Challenge Division One 2025,https://www.cricbuzz.com/cricket-series/8708/csa-provincial-one-day-challenge-division-one-2025/matches
2025,Domestic,CSA Provincial One-Day Challenge Division Two 2025,https://www.cricbuzz.com/cricket-series/8722/csa-provincial-one-day-challenge-division-two-2025/matches
2025,Domestic,ICC Champions Trophy Warm-up Matches 2025,https://www.cricbuzz.com/cricket-series/9388/icc-champions-trophy-warm-up-matches-2025/matches
2025,Domestic,"England Under 19 tour of South Africa, 2025",https://www.cricbuzz.com/cricket-series/9333/england-under-19-tour-of-south-africa-2025/matches
2025,Women,"Kartini Cup, 2025",https://www.cricbuzz.com/cricket-series/9560/kartini-cup-2025/matches
2025,Women,"ICC Womens World Cup Qualifier, 2025",https://www.cricbuzz.com/cricket-series/9532/icc-womens-world-cup-qualifier-2025/matches
2025,Women,Uganda Women tour of Namibia 2025,https://www.cricbuzz.com/cricket-series/9656/uganda-women-tour-of-namibia-2025/matches
2025,Women,"Portugal Women tour of Norway, 2025",https://www.cricbuzz.com/cricket-series/9541/portugal-women-tour-of-norway-2025/matches
2025,Women,"Australia Women tour of New Zealand, 2025",https://www.cricbuzz.com/cricket-series/8566/australia-women-tour-of-new-zealand-2025/matches
2025,Women,The Pacific France Women Championship 2025,https://www.cricbuzz.com/cricket-series/9478/the-pacific-france-women-championship-2025/matches
2025,Women,"ICC Womens T20 World Cup Americas Region Qualifier, 2025",https://www.cricbuzz.com/cricket-series/9469/icc-womens-t20-world-cup-americas-region-qualifier-2025/matches
2025,Women,Womens T20 Quadrangular Series in Uganda 2025,https://www.cricbuzz.com/cricket-series/9505/womens-t20-quadrangular-series-in-uganda-2025/matches
2025,Women,"Sri Lanka Women tour of New Zealand, 2025",https://www.cricbuzz.com/cricket-series/8564/sri-lanka-women-tour-of-new-zealand-2025/matches
2025,Women,Womens Premier League 2025,https://www.cricbuzz.com/cricket-series/9351/womens-premier-league-2025/matches
2025,Women,"Nepal Womens T20I Tri-Series, 2025",https://www.cricbuzz.com/cricket-series/9348/nepal-womens-t20i-tri-series-2025/matches
2025,Women,"Bangladesh Women tour of West Indies, 2025",https://www.cricbuzz.com/cricket-series/9339/bangladesh-women-tour-of-west-indies-2025/matches
2025,Women,ICC Under 19 Womens T20 World Cup 2025,https://www.cricbuzz.com/cricket-series/8754/icc-under-19-womens-t20-world-cup-2025/matches
2025,Women,"Womens Ashes, 2025",https://www.cricbuzz.com/cricket-series/7763/womens-ashes-2025/matches
2025,Women,"Ireland Womens tour of India, 2025",https://www.cricbuzz.com/cricket-series/9213/ireland-womens-tour-of-india-2025/matches
2011,International,India in Australia Test series 2011-12,https://www.cricbuzz.com/cricket-series/2069/india-in-australia-test-series-2011-12/matches
2011,International,Sri Lanka in South Africa 2011-12,https://www.cricbuzz.com/cricket-series/2064/sri-lanka-in-south-africa-2011-12/matches
2011,International,New Zealand in Australia 2011,https://www.cricbuzz.com/cricket-series/2068/new-zealand-in-australia-2011/matches
2011,International,Pakistan in Bangladesh 2011,https://www.cricbuzz.com/cricket-series/2106/pakistan-in-bangladesh-2011/matches
2011,International,West Indies in India 2011,https://www.cricbuzz.com/cricket-series/2105/west-indies-in-india-2011/matches
2011,International,Sri Lanka in Pakistan 2011,https://www.cricbuzz.com/cricket-series/2093/sri-lanka-in-pakistan-2011/matches
2011,International,New Zealand in Zimbabwe 2011,https://www.cricbuzz.com/cricket-series/2092/new-zealand-in-zimbabwe-2011/matches
2011,International,England in India 2011,https://www.cricbuzz.com/cricket-series/2082/england-in-india-2011/matches
2011,International,Australia in South Africa 2011,https://www.cricbuzz.com/cricket-series/2063/australia-in-south-africa-2011/matches
2011,International,West Indies in Bangladesh 2011,https://www.cricbuzz.com/cricket-series/2103/west-indies-in-bangladesh-2011/matches
2011,International,West Indies in England T20Is 2011,https://www.cricbuzz.com/cricket-series/2090/west-indies-in-england-t20is-2011/matches
2011,International,ICC Intercontinental Cup 2011-2013,https://www.cricbuzz.com/cricket-series/2094/icc-intercontinental-cup-2011-2013/matches
2011,International,Pakistan in Zimbabwe 2011,https://www.cricbuzz.com/cricket-series/2088/pakistan-in-zimbabwe-2011/matches
2011,International,England in Ireland 2011,https://www.cricbuzz.com/cricket-series/2075/england-in-ireland-2011/matches
2011,International,Australia in Sri Lanka 2011,https://www.cricbuzz.com/cricket-series/2065/australia-in-sri-lanka-2011/matches
2011,International,Bangladesh in Zimbabwe 2011,https://www.cricbuzz.com/cricket-series/2085/bangladesh-in-zimbabwe-2011/matches
2011,International,"India in England, 2011",https://www.cricbuzz.com/cricket-series/1628/india-in-england-2011/matches
2011,International,"Tri-Nation Tournament in Scotland, 2011",https://www.cricbuzz.com/cricket-series/2073/tri-nation-tournament-in-scotland-2011/matches
2011,International,"ICC Intercontinental Cup, 2011",https://www.cricbuzz.com/cricket-series/2084/icc-intercontinental-cup-2011/matches
2011,International,ICC Intercontinental Cup One-Day 2011-2013,https://www.cricbuzz.com/cricket-series/2072/icc-intercontinental-cup-one-day-2011-2013/matches
2011,International,"India in West Indies, 2011",https://www.cricbuzz.com/cricket-series/1645/india-in-west-indies-2011/matches
2011,International,"Pakistan in Ireland, 2011",https://www.cricbuzz.com/cricket-series/2061/pakistan-in-ireland-2011/matches
2011,International,"Sri Lanka in England, 2011",https://www.cricbuzz.com/cricket-series/1627/sri-lanka-in-england-2011/matches
2011,International,"Pakistan in West Indies, 2011",https://www.cricbuzz.com/cricket-series/1644/pakistan-in-west-indies-2011/matches
2011,International,"Australia in Bangladesh, 2011",https://www.cricbuzz.com/cricket-series/2062/australia-in-bangladesh-2011/matches
2011,International,ICC World Cup 2011,https://www.cricbuzz.com/cricket-series/228/icc-world-cup-2011/matches
2011,International,"West Indies in Sri Lanka ODI Series, 2011",https://www.cricbuzz.com/cricket-series/1650/west-indies-in-sri-lanka-odi-series-2011/matches
2011,International,"England in Australia ODI Series, 2010-11",https://www.cricbuzz.com/cricket-series/1640/england-in-australia-odi-series-2010-11/matches
2011,T20 League,Big Bash League 2011,https://www.cricbuzz.com/cricket-series/2108/big-bash-league-2011/matches
2011,T20 League,Champions League T20 2011,https://www.cricbuzz.com/cricket-series/2080/champions-league-t20-2011/matches
2011,T20 League,Champions League T20 2011 Qualifiers,https://www.cricbuzz.com/cricket-series/2081/champions-league-t20-2011-qualifiers/matches
2011,T20 League,Friends Life T20 2011,https://www.cricbuzz.com/cricket-series/2067/friends-life-t20-2011/matches
2011,T20 League,Indian Premier League 2011,https://www.cricbuzz.com/cricket-series/2037/indian-premier-league-2011/matches
2011,Domestic,"India in Australia 2011, Practice Matches",https://www.cricbuzz.com/cricket-series/2107/india-in-australia-2011-practice-matches/matches
2011,Domestic,Ranji Trophy Elite 2011-12,https://www.cricbuzz.com/cricket-series/2116/ranji-trophy-elite-2011-12/matches
2011,Domestic,Challenger Trophy 2011,https://www.cricbuzz.com/cricket-series/2104/challenger-trophy-2011/matches
2011,Domestic,Clydesdale Bank 40 2011,https://www.cricbuzz.com/cricket-series/2087/clydesdale-bank-40-2011/matches
2011,Domestic,India in England 2011 - Practice matches,https://www.cricbuzz.com/cricket-series/2086/india-in-england-2011-practice-matches/matches
2011,Domestic,Sri Lanka in England 2011 - Practice match,https://www.cricbuzz.com/cricket-series/2066/sri-lanka-in-england-2011-practice-match/matches
2011,Domestic,"County Championship Division 1, 2011",https://www.cricbuzz.com/cricket-series/2076/county-championship-division-1-2011/matches
2011,Domestic,WC 2011 Warm-up Matches,https://www.cricbuzz.com/cricket-series/1641/wc-2011-warm-up-matches/matches
2011,Domestic,"Premier League Tournament Tier A, 2011",https://www.cricbuzz.com/cricket-series/2036/premier-league-tournament-tier-a-2011/matches
2011,Domestic,"Sri Lanka Under-19s Vs England Under-19s, 2011",https://www.cricbuzz.com/cricket-series/1652/sri-lanka-under-19s-vs-england-under-19s-2011/matches
2011,Women,ICC Womens World Cup Qualifier 2011-12,https://www.cricbuzz.com/cricket-series/5735/icc-womens-world-cup-qualifier-2011-12/matches
2011,Women,"England Women tour of South Africa, 2011",https://www.cricbuzz.com/cricket-series/5721/england-women-tour-of-south-africa-2011/matches
2011,Women,"Pakistan Women tour of West Indies, 2011",https://www.cricbuzz.com/cricket-series/5577/pakistan-women-tour-of-west-indies-2011/matches
2011,Women,"Ireland Women tour of Netherlands, 2011",https://www.cricbuzz.com/cricket-series/5339/ireland-women-tour-of-netherlands-2011/matches
2011,Women,Womens European Championship ODI 2011,https://www.cricbuzz.com/cricket-series/5724/womens-european-championship-odi-2011/matches
2011,Women,Womens European Championship T20 2011,https://www.cricbuzz.com/cricket-series/5570/womens-european-championship-t20-2011/matches
2011,Women,Womens ODI Quadrangular Series in England 2011,https://www.cricbuzz.com/cricket-series/5899/womens-odi-quadrangular-series-in-england-2011/matches
2011,Women,Womens T20I Quadrangular Series in England 2011,https://www.cricbuzz.com/cricket-series/5332/womens-t20i-quadrangular-series-in-england-2011/matches
2011,Women,Womens ODI Quadrangular Series in Sri Lanka 2011,https://www.cricbuzz.com/cricket-series/5878/womens-odi-quadrangular-series-in-sri-lanka-2011/matches
2011,Women,Womens T20I Quadrangular Series in Sri Lanka 2011,https://www.cricbuzz.com/cricket-series/5330/womens-t20i-quadrangular-series-in-sri-lanka-2011/matches
2011,Women,"Pakistan Women tour of Sri Lanka, 2011",https://www.cricbuzz.com/cricket-series/5857/pakistan-women-tour-of-sri-lanka-2011/matches
2011,Women,West Indies Women tour of India 2011,https://www.cricbuzz.com/cricket-series/5518/west-indies-women-tour-of-india-2011/matches
2011,Women,"England Women tour of Australia, 2011",https://www.cricbuzz.com/cricket-series/3766/england-women-tour-of-australia-2011/matches
2012,International,Pakistan in India 2012-13,https://www.cricbuzz.com/cricket-series/2166/pakistan-in-india-2012-13/matches
2012,International,New Zealand tour of South Africa 2012-13,https://www.cricbuzz.com/cricket-series/2139/new-zealand-tour-of-south-africa-2012-13/matches
2012,International,Sri Lanka in Australia 2012-13,https://www.cricbuzz.com/cricket-series/2146/sri-lanka-in-australia-2012-13/matches
2012,International,England tour of India 2012-13,https://www.cricbuzz.com/cricket-series/2127/england-tour-of-india-2012-13/matches
2012,International,West Indies tour of Bangladesh 2012,https://www.cricbuzz.com/cricket-series/2163/west-indies-tour-of-bangladesh-2012/matches
2012,International,South Africa in Australia 2012,https://www.cricbuzz.com/cricket-series/2145/south-africa-in-australia-2012/matches
2012,International,New Zealand in Sri Lanka 2012,https://www.cricbuzz.com/cricket-series/2153/new-zealand-in-sri-lanka-2012/matches
2012,International,ICC World T20 2012,https://www.cricbuzz.com/cricket-series/2114/icc-world-t20-2012/matches
2012,International,"Australia in UAE, 2012",https://www.cricbuzz.com/cricket-series/2137/australia-in-uae-2012/matches
2012,International,"New Zealand tour of India, 2012",https://www.cricbuzz.com/cricket-series/2126/new-zealand-tour-of-india-2012/matches
2012,International,"Bangladesh tour of Netherlands, 2012",https://www.cricbuzz.com/cricket-series/2134/bangladesh-tour-of-netherlands-2012/matches
2012,International,"India tour of Sri Lanka, 2012",https://www.cricbuzz.com/cricket-series/2125/india-tour-of-sri-lanka-2012/matches
2012,International,South Africa in England 2012,https://www.cricbuzz.com/cricket-series/2113/south-africa-in-england-2012/matches
2012,International,"Bangladesh in Ireland T20I Series, 2012",https://www.cricbuzz.com/cricket-series/2133/bangladesh-in-ireland-t20i-series-2012/matches
2012,International,"ICC World Cricket League Championship, 2012-13",https://www.cricbuzz.com/cricket-series/2132/icc-world-cricket-league-championship-2012-13/matches
2012,International,"New Zealand tour of USA and West Indies, 2012",https://www.cricbuzz.com/cricket-series/2122/new-zealand-tour-of-usa-and-west-indies-2012/matches
2012,International,Australia in the UK 2012,https://www.cricbuzz.com/cricket-series/2112/australia-in-the-uk-2012/matches
2012,International,"Zimbabwe Twenty20 Triangular Series, 2012",https://www.cricbuzz.com/cricket-series/2135/zimbabwe-twenty20-triangular-series-2012/matches
2012,International,"Pakistan tour of Sri Lanka, 2012",https://www.cricbuzz.com/cricket-series/2124/pakistan-tour-of-sri-lanka-2012/matches
2012,International,West Indies in England 2012,https://www.cricbuzz.com/cricket-series/2111/west-indies-in-england-2012/matches
2012,International,"India in South Africa one-off T20I, 2012",https://www.cricbuzz.com/cricket-series/2121/india-in-south-africa-one-off-t20i-2012/matches
2012,International,England in Sri Lanka 2012,https://www.cricbuzz.com/cricket-series/2083/england-in-sri-lanka-2012/matches
2012,International,Australia in West Indies 2012,https://www.cricbuzz.com/cricket-series/2110/australia-in-west-indies-2012/matches
2012,International,"ICC World Twenty20 Qualifier, 2011/12",https://www.cricbuzz.com/cricket-series/2120/icc-world-twenty20-qualifier-201112/matches
2012,International,"Asia Cup, 2012",https://www.cricbuzz.com/cricket-series/2109/asia-cup-2012/matches
2012,International,"Ireland tour of Kenya, 2011/12",https://www.cricbuzz.com/cricket-series/2119/ireland-tour-of-kenya-201112/matches
2012,International,South Africa in New Zealand 2012,https://www.cricbuzz.com/cricket-series/2079/south-africa-in-new-zealand-2012/matches
2012,International,"Pakistan v Afghanistan ODI in UAE, 2012",https://www.cricbuzz.com/cricket-series/2118/pakistan-v-afghanistan-odi-in-uae-2012/matches
2012,International,India and Sri Lanka in Australia Tri-Series 2012,https://www.cricbuzz.com/cricket-series/2071/india-and-sri-lanka-in-australia-tri-series-2012/matches
2012,International,India in Australia T20I Series 2012,https://www.cricbuzz.com/cricket-series/2070/india-in-australia-t20i-series-2012/matches
2012,International,Zimbabwe in New Zealand 2012,https://www.cricbuzz.com/cricket-series/2078/zimbabwe-in-new-zealand-2012/matches
2012,International,England in Pakistan 2012,https://www.cricbuzz.com/cricket-series/2102/england-in-pakistan-2012/matches
2012,T20 League,Big Bash League 2012-13,https://www.cricbuzz.com/cricket-series/2161/big-bash-league-2012-13/matches
2012,T20 League,"Champions League T20, 2012",https://www.cricbuzz.com/cricket-series/2148/champions-league-t20-2012/matches
2012,T20 League,Sri Lanka Premier League 2012,https://www.cricbuzz.com/cricket-series/2138/sri-lanka-premier-league-2012/matches
2012,T20 League,"Friends Life T20, 2012",https://www.cricbuzz.com/cricket-series/2129/friends-life-t20-2012/matches
2012,T20 League,Indian Premier League 2012,https://www.cricbuzz.com/cricket-series/2115/indian-premier-league-2012/matches
2012,T20 League,Bangladesh Premier League 2012,https://www.cricbuzz.com/cricket-series/2117/bangladesh-premier-league-2012/matches
2012,Domestic,Ranji Trophy 2012-13,https://www.cricbuzz.com/cricket-series/2165/ranji-trophy-2012-13/matches
2012,Domestic,England in India Practice Matches 2012,https://www.cricbuzz.com/cricket-series/2164/england-in-india-practice-matches-2012/matches
2012,Domestic,"World XI AO Trophy, 2012",https://www.cricbuzz.com/cricket-series/2162/world-xi-ao-trophy-2012/matches
2012,Domestic,"Duleep Trophy, 2012",https://www.cricbuzz.com/cricket-series/2158/duleep-trophy-2012/matches
2012,Domestic,"NKP Salve Challenger Trophy, 2012",https://www.cricbuzz.com/cricket-series/2156/nkp-salve-challenger-trophy-2012/matches
2012,Domestic,"Irani Cup, 2012-13",https://www.cricbuzz.com/cricket-series/2155/irani-cup-2012-13/matches
2012,Domestic,"India A in New Zealand, 2012",https://www.cricbuzz.com/cricket-series/2154/india-a-in-new-zealand-2012/matches
2012,Domestic,"Sheffield Shield, 2012-13",https://www.cricbuzz.com/cricket-series/2159/sheffield-shield-2012-13/matches
2012,Domestic,"Ryobi One-Day Cup, 2012-13",https://www.cricbuzz.com/cricket-series/2160/ryobi-one-day-cup-2012-13/matches
2012,Domestic,ICC World T20 2012 Warm Up,https://www.cricbuzz.com/cricket-series/2151/icc-world-t20-2012-warm-up/matches
2012,Domestic,"Under 19 World Cup, 2012",https://www.cricbuzz.com/cricket-series/2149/under-19-world-cup-2012/matches
2012,Domestic,"ACC U-19 Asia Cup, 2012",https://www.cricbuzz.com/cricket-series/2136/acc-u-19-asia-cup-2012/matches
2012,Domestic,"County Championship Division One, 2012",https://www.cricbuzz.com/cricket-series/2130/county-championship-division-one-2012/matches
2012,Domestic,India A tour of West Indies 2012,https://www.cricbuzz.com/cricket-series/2131/india-a-tour-of-west-indies-2012/matches
